Unnamed: 0,Time in ms,M0 in meter,MF231 in A
703,35.15,0.0009527128906250002,0.1
704,35.2,0.000953482421875,0.1
705,35.25,0.0009542431640625,0.1
706,35.3,0.0009549951171875,0.1
707,35.35,0.00095573876953125,0.1
708,35.4,0.0009564736328125,0.1
709,35.45,0.0009572001953125,0.1
710,35.5,0.00095791796875,0.1
711,35.55,0.0009586279296875,0.1
712,35.6,0.0009593291015625,0.1
713,35.65,0.00096002197265625,0.1
714,35.7,0.00096070703125,0.1
715,35.75,0.00096138330078125,0.1
716,35.8,0.0009620517578125002,0.1
717,35.85,0.00096271240234375,0.1
718,35.9,0.0009633642578125002,0.1
719,35.95,0.0009640087890625002,0.1
720,36.0,0.00096464501953125,0.1
721,36.05,0.00096527294921875,0.1
722,36.1,0.0009658935546875,0.1
723,36.15,0.00096650634765625,0.1
724,36.2,0.00096711083984375,0.1
725,36.25,0.0009677080078125,0.1
726,36.3,0.0009682973632812502,0.1
727,36.35,0.00096887890625,0.1
728,36.4,0.0009694531250000002,0.1
729,36.45,0.00097001953125,0.1
730,36.5,0.0009705786132812502,0.1
731,36.55,0.00097113037109375,0.1
732,36.6,0.0009716748046875,0.1
733,36.65,0.0009722114257812502,0.1
734,36.7,0.0009727412109375002,0.1
735,36.75,0.0009732631835937502,0.1
736,36.8,0.0009737783203125,0.1
737,36.85,0.00097428662109375,0.1
738,36.9,0.00097478759765625,0.1
739,36.95,0.00097528125,0.1
740,37.0,0.00097576806640625,0.1
741,37.05,0.000976248046875,0.1
742,37.1,0.00097672119140625,0.1
743,37.15,0.0009771875000000002,0.1
744,37.2,0.00097764697265625,0.1
745,37.25,0.0009780996093750002,0.1
746,37.3,0.0009785458984375,0.1
747,37.35,0.0009789853515625002,0.1
748,37.4,0.0009794184570312502,0.1
749,37.45,0.0009798447265625002,0.1
750,37.5,0.0009802646484375,0.1
751,37.55,0.0009806787109375,0.1
752,37.6,0.0009810859375000002,0.1
753,37.65,0.00098148681640625,0.1
754,37.7,0.00098188134765625,0.1
755,37.75,0.00098227001953125,0.1
756,37.8,0.0009826528320312502,0.1
757,37.85,0.000983029296875,0.1
758,37.9,0.0009833994140625,0.1
759,37.95,0.0009837636718750002,0.1
760,38.0,0.00098412255859375,0.1
761,38.05,0.00098447509765625,0.1
762,38.1,0.00098482177734375,0.1
763,38.15,0.0009851630859375,0.1
764,38.2,0.00098549853515625,0.1
765,38.25,0.0009858281250000002,0.1
766,38.3,0.0009861523437500002,0.1
767,38.35,0.00098647119140625,0.1
768,38.4,0.0009867841796875002,0.1
769,38.45,0.000987091796875,0.1
770,38.5,0.00098739404296875,0.1
771,38.55,0.0009876914062500002,0.1
772,38.6,0.0009879829101562502,0.1
773,38.65,0.00098826953125,0.1
774,38.7,0.0009885507812500002,0.1
775,38.75,0.0009888271484375002,0.1
776,38.8,0.00098909814453125,0.1
777,38.85,0.00098936474609375,0.1
778,38.9,0.0009896259765625002,0.1
779,38.95,0.00098988232421875,0.1
780,39.0,0.0009901337890625,0.1
781,39.05,0.00099038037109375,0.1
782,39.1,0.00099062255859375,0.1
783,39.15,0.00099085986328125,0.1
784,39.2,0.00099109228515625,0.1
785,39.25,0.0009913203125,0.1
786,39.3,0.0009915439453125,0.1
787,39.35,0.00099176318359375,0.1
788,39.4,0.00099197802734375,0.1
789,39.45,0.00099218798828125,0.1
790,39.5,0.00099239404296875,0.1
791,39.55,0.00099259619140625,0.1
792,39.6,0.00099279345703125,0.1
793,39.65,0.00099298681640625,0.1
794,39.7,0.00099317626953125,0.1
795,39.75,0.00099336181640625,0.1
796,39.8,0.0009935429687500002,0.1
797,39.85,0.00099372021484375,0.1
798,39.9,0.0009938935546875002,0.1
799,39.95,0.0009940634765625,0.1
800,40.0,0.00099422900390625,0.1
801,40.05,0.0009943916015625002,0.1
802,40.1,0.0009945498046875002,0.1
803,40.15,0.00099470458984375,0.1
804,40.2,0.00099485595703125,0.1
805,40.25,0.00099500390625,0.1
806,40.3,0.0009951484375000002,0.1
807,40.35,0.0009952890625,0.1
808,40.4,0.0009954267578125,0.1
809,40.45,0.00099556103515625,0.1
810,40.5,0.0009956923828125,0.1
811,40.55,0.00099581982421875,0.1
812,40.6,0.00099594482421875,0.1
813,40.65,0.00099606640625,0.1
814,40.7,0.0009961850585937502,0.1
815,40.75,0.00099630078125,0.1
816,40.8,0.00099641357421875,0.1
817,40.85,0.0009965234375,0.1
818,40.9,0.0009966303710937502,0.1
819,40.95,0.00099673486328125,0.1
820,41.0,0.0009968364257812502,0.1
821,41.05,0.0009969355468750002,0.1
822,41.1,0.0009970317382812502,0.1
823,41.15,0.00099712548828125,0.1
824,41.2,0.0009972167968750002,0.1
825,41.25,0.0009973056640625,0.1
826,41.3,0.0009973920898437502,0.1
827,41.35,0.00099747607421875,0.1
828,41.4,0.0009975581054687502,0.1
829,41.45,0.0009976376953125,0.1
830,41.5,0.00099771533203125,0.1
831,41.55,0.0009977905273437502,0.1
832,41.6,0.00099786376953125,0.1
833,41.65,0.0009979350585937502,0.1
834,41.7,0.0009980043945312502,0.1
835,41.75,0.00099807177734375,0.1
836,41.8,0.0009981376953125,0.1
837,41.85,0.000998201171875,0.1
838,41.9,0.00099826318359375,0.1
839,41.95,0.00099832373046875,0.1
840,42.0,0.00099838232421875,0.1
841,42.05,0.000998439453125,0.1
842,42.1,0.0009984946289062502,0.1
843,42.15,0.000998548828125,0.1
844,42.2,0.00099860107421875,0.1
845,42.25,0.00099865185546875,0.1
846,42.3,0.00099870166015625,0.1
847,42.35,0.0009987495117187502,0.1
848,42.4,0.00099879638671875,0.1
849,42.45,0.000998841796875,0.1
850,42.5,0.00099888623046875,0.1
851,42.55,0.0009989287109375,0.1
852,42.6,0.00099897021484375,0.1
853,42.65,0.0009990107421875,0.1
854,42.7,0.0009990498046875,0.1
855,42.75,0.0009990874023437502,0.1
856,42.8,0.0009991240234375,0.1
857,42.85,0.00099915966796875,0.1
858,42.9,0.00099919384765625,0.1
859,42.95,0.0009992270507812502,0.1
860,43.0,0.00099925927734375,0.1
861,43.05,0.0009992905273437502,0.1
862,43.1,0.0009993203125000002,0.1
863,43.15,0.0009993496093750002,0.1
864,43.2,0.0009993774414062502,0.1
865,43.25,0.000999404296875,0.1
866,43.3,0.0009994306640625,0.1
867,43.35,0.00099945556640625,0.1
868,43.4,0.0009994799804687502,0.1
869,43.45,0.0009995034179687502,0.1
870,43.5,0.00099952587890625,0.1
871,43.55,0.00099954736328125,0.1
872,43.6,0.0009995683593750002,0.1
873,43.65,0.0009995883789062502,0.1
874,43.7,0.00099960791015625,0.1
875,43.75,0.00099962646484375,0.1
876,43.8,0.00099964404296875,0.1
877,43.85,0.0009996616210937502,0.1
878,43.9,0.000999677734375,0.1
879,43.95,0.0009996938476562502,0.1
880,44.0,0.000999708984375,0.1
881,44.05,0.0009997236328125002,0.1
882,44.1,0.00099973779296875,0.1
883,44.15,0.0009997509765625,0.1
884,44.2,0.00099976416015625,0.1
885,44.25,0.0009997763671875002,0.1
886,44.3,0.0009997880859375,0.1
887,44.35,0.0009997993164062502,0.1
888,44.4,0.00099981005859375,0.1
889,44.45,0.00099982080078125,0.1
890,44.5,0.0009998305664062502,0.1
891,44.55,0.0009998398437500002,0.1
892,44.6,0.0009998491210937502,0.1
893,44.65,0.000999857421875,0.1
894,44.7,0.00099986572265625,0.1
895,44.75,0.00099987353515625,0.1
896,44.8,0.000999880859375,0.1
897,44.85,0.0009998881835937502,0.1
898,44.9,0.00099989453125,0.1
899,44.95,0.00099990087890625,0.1
900,45.0,0.0009999072265625,0.1
901,45.05,0.0009999125976562502,0.1
902,45.1,0.00099991796875,0.1
903,45.15,0.00099992333984375,0.1
904,45.2,0.0009999282226562502,0.1
905,45.25,0.0009999326171875,0.1
906,45.3,0.00099993701171875,0.1
907,45.35,0.0009999409179687502,0.1
908,45.4,0.00099994482421875,0.1
909,45.45,0.00099994873046875,0.1
910,45.5,0.0009999521484375,0.1
911,45.55,0.000999955078125,0.1
912,45.6,0.00099995849609375,0.1
913,45.65,0.00099996142578125,0.1
914,45.7,0.0009999638671875002,0.1
915,45.75,0.0009999667968750002,0.1
916,45.8,0.00099996923828125,0.1
917,45.85,0.00099997119140625,0.1
918,45.9,0.0009999736328125,0.1
919,45.95,0.0009999755859375,0.1
920,46.0,0.0009999775390625,0.1
921,46.05,0.0009999794921875002,0.1
922,46.1,0.0009999814453125,0.1
923,46.15,0.00099998291015625,0.1
924,46.2,0.0009999843750000002,0.1
925,46.25,0.0009999858398437502,0.1
926,46.3,0.0009999873046875002,0.1
927,46.35,0.00099998828125,0.1
928,46.4,0.00099998974609375,0.1
929,46.45,0.00099999072265625,0.1
930,46.5,0.0009999916992187502,0.1
931,46.55,0.00099999267578125,0.1
932,46.6,0.0009999936523437502,0.1
933,46.65,0.000999994140625,0.1
934,46.7,0.0009999951171875002,0.1
935,46.75,0.00099999560546875,0.1
936,46.8,0.00099999609375,0.1
937,46.85,0.0009999965820312502,0.1
938,46.9,0.0009999970703125,0.1
939,46.95,0.00099999755859375,0.1
940,47.0,0.0009999980468750002,0.1
941,47.05,0.00099999853515625,0.1
942,47.1,0.00099999853515625,0.1
943,47.15,0.0009999990234375,0.1
944,47.2,0.0009999990234375,0.1
945,47.25,0.0009999990234375,0.1
946,47.3,0.0009999995117187502,0.1
947,47.35,0.0009999995117187502,0.1
948,47.4,0.0009999995117187502,0.1
949,47.45,0.0009999995117187502,0.1
950,47.5,0.0009999995117187502,0.1
951,47.55,0.0009999995117187502,0.1
952,47.6,0.0009999995117187502,0.1
953,47.65,0.0009999995117187502,0.1
954,47.7,0.0009999995117187502,0.1
955,47.75,0.0009999995117187502,0.1
956,47.8,0.0009999995117187502,0.1
957,47.85,0.0009999995117187502,0.1
958,47.9,0.0009999995117187502,0.1
959,47.95,0.0009999995117187502,0.1
960,48.0,0.0009999995117187502,0.1
961,48.05,0.0009999995117187502,0.1
962,48.1,0.0009999995117187502,0.1
963,48.15,0.0009999995117187502,0.1
964,48.2,0.001,0.1
965,48.25,0.001,0.1
966,48.3,0.001,0.1
967,48.35,0.001,0.1
968,48.4,0.001,0.1
969,48.45,0.001,0.1
970,48.5,0.001,0.1
971,48.55,0.001,0.1
972,48.6,0.001,0.1
973,48.65,0.001,0.1
974,48.7,0.001,0.1
975,48.75,0.001,0.1
976,48.8,0.001,0.1
977,48.85,0.001,0.1
978,48.9,0.001,0.1
979,48.95,0.001,0.1
980,49.0,0.001,0.1
981,49.05,0.001,0.1
982,49.1,0.001,0.1
983,49.15,0.001,0.1
984,49.2,0.001,0.1
985,49.25,0.001,0.1
986,49.3,0.001,0.1
987,49.35,0.001,0.1
988,49.4,0.001,0.1
989,49.45,0.001,0.1
990,49.5,0.001,0.1
991,49.55,0.001,0.1
992,49.6,0.001,0.1
993,49.65,0.001,0.1
994,49.7,0.001,0.1
995,49.75,0.001,0.1
996,49.8,0.001,0.1
997,49.85,0.001,0.1
998,49.9,0.001,0.1
999,49.95,0.001,0.1
