Time,M0,MF30
3.1,3.0664062500000004e-07,-0.07802379860077054
3.15,3.3154296875000006e-07,-0.06846540682017804
3.2,3.5791015625e-07,-0.05869849836453796
3.25,3.8574218750000006e-07,-0.04862654671305792
3.3,4.1503906250000003e-07,-0.03816156306420453
3.35,4.4580078125000004e-07,-0.02723586069478188
3.4,4.7802734375e-07,-0.01579753614932997
3.45,5.1171875e-07,-0.003811003226292088
3.5,5.468750000000001e-07,0.007996321666723816
3.55,5.8349609375e-07,0.02028219435887877
3.6,6.2255859375e-07,0.03350434627791401
3.65,6.625976562500001e-07,0.046650431299349295
3.7,7.050781250000001e-07,0.05995377941289917
3.75,7.490234375000001e-07,0.07401385182165542
3.8,7.944335937500001e-07,0.08908331411657856
3.85,8.422851562500001e-07,0.10467711598612367
3.9,8.920898437500001e-07,0.1197691253735684
3.95,9.438476562500001e-07,0.1357622670941055
4.0,9.9755859375e-07,0.15232621806208047
4.05,1.0537109375e-06,0.16952437190338973
4.1,1.1118164062500002e-06,0.18726218958618118
4.15,1.1718750000000001e-06,0.20483284005895255
4.2,1.2343750000000001e-06,0.2237772695487365
4.25,1.29931640625e-06,0.24220395816955717
4.3,1.3666992187500001e-06,0.26125386999920014
4.35,1.4360351562500002e-06,0.2811846999451518
4.4,1.50830078125e-06,0.30158397133927795
4.45,1.5825195312500002e-06,0.32210164375137534
4.5,1.6596679687500003e-06,0.34300513139460237
4.55,1.7392578125000002e-06,0.36427455937955533
4.6,1.8212890625000001e-06,0.38600627244450153
4.65,1.9062500000000002e-06,0.40764222247526055
4.7,1.9941406250000004e-06,0.429869280802086
4.75,2.08447265625e-06,0.45132785956375304
4.8,2.177734375e-06,0.4742416195571423
4.85,2.2734375e-06,0.49679913427680733
4.9,2.3725585937500002e-06,0.519637127313763
4.95,2.4746093750000002e-06,0.5420927953440696
5.0,2.57958984375e-06,0.5656816713977605
5.05,2.6875e-06,0.5893159688450397
5.1,2.7988281250000005e-06,0.6128919019829483
5.15,2.9135742187500005e-06,0.6372165367472916
5.2,3.0312500000000004e-06,0.661695177666843
5.25,3.1523437500000004e-06,0.6863899216521531
5.3,3.2763671875000003e-06,0.7120081693399697
5.35,3.4042968750000004e-06,0.7382491312455386
5.4,3.5356445312500004e-06,0.763383498089388
5.45,3.6704101562500005e-06,0.7886906310450287
5.5,3.8090820312500003e-06,0.8147597478702665
5.55,3.951171875e-06,0.8409165565855802
5.6,4.0971679687500004e-06,0.8672068663872781
5.65,4.2470703125000004e-06,0.893710079882294
5.7,4.4003906250000004e-06,0.921183575782925
5.75,4.5576171875e-06,0.9492257843725385
5.8,4.719238281250001e-06,0.9770805872976781
5.85,4.884765625e-06,1.0052675432525575
5.9,5.05419921875e-06,1.0332937549799681
5.95,5.227539062500001e-06,1.061909911595285
6.0,5.405273437500001e-06,1.0907308280467989
6.05,5.587402343750001e-06,1.1197095802053811
6.1,5.773925781250001e-06,1.1489246011711656
6.15,5.9648437500000006e-06,1.1799901197664442
6.2,6.159667968750001e-06,1.210137903224677
6.25,6.359375e-06,1.2405217615887525
6.3,6.5634765625e-06,1.2706305708736183
6.35,6.772460937500001e-06,1.2998721563257278
6.4,6.985839843750001e-06,1.3304301381111145
6.45,7.204101562500001e-06,1.3600337374024092
6.5,7.427246093750001e-06,1.3897338026203216
6.55,7.654785156250002e-06,1.4183121484704317
6.6,7.8876953125e-06,1.446680789999664
6.65,8.125488281250001e-06,1.4750826856121424
6.7,8.3681640625e-06,1.5044870512560011
6.75,8.61572265625e-06,1.5343897433951497
6.8,8.868652343750001e-06,1.5640125389210882
6.85,9.126953125000002e-06,1.5932046795263886
6.9,9.39013671875e-06,1.6212047145701944
6.95,9.6591796875e-06,1.6505463531240827
7.0,9.933105468750002e-06,1.679371147602797
7.05,1.0212402343750001e-05,1.7104674965143205
7.1,1.0497558593750002e-05,1.7422471538186075
7.15,1.0788085937500001e-05,1.7740902168676258
7.2,1.1084472656250001e-05,1.8060032783076172
7.25,1.1386230468750001e-05,1.8371820352971555
7.3,1.169384765625e-05,1.8662307858467104
7.35,1.2007324218750001e-05,1.8953650468960406
7.4,1.2326660156250002e-05,1.924622047506273
7.45,1.2651855468750002e-05,1.9541443051770329
7.5,1.298291015625e-05,1.9832919454202058
7.55,1.3320312500000001e-05,2.011381659843028
7.6,1.3663574218750002e-05,2.0398217540234334
7.65,1.4013183593750001e-05,2.067728813365102
7.7,1.4369140625000001e-05,2.09573999773711
7.75,1.4731445312500001e-05,2.1241219215095044
7.8,1.5100097656250002e-05,2.152241108939052
7.85,1.5475097656250003e-05,2.182277980819345
7.9,1.58564453125e-05,2.2154387975111605
7.95,1.6244628906250003e-05,2.247327427379787
8.0,1.663916015625e-05,2.2789548721164468
8.05,1.7040527343750003e-05,2.3085923071950676
8.1,1.744873046875e-05,2.3353295596316457
8.15,1.7863769531250003e-05,2.3631656510755423
8.2,1.828564453125e-05,2.3902848891913893
8.25,1.8714355468750003e-05,2.417125297151506
8.3,1.9149902343750002e-05,2.4439247919246556
8.35,1.95927734375e-05,2.4694567535072567
8.4,2.0042968750000004e-05,2.498092106357217
8.45,2.0500000000000004e-05,2.5291863223537807
8.5,2.0964355468750004e-05,2.5586632071062927
8.55,2.143603515625e-05,2.587015463970602
8.6,2.1915039062500003e-05,2.6145905641838914
8.65,2.24013671875e-05,2.642473967559636
8.7,2.2895507812500004e-05,2.666653079353273
8.75,2.3396972656250004e-05,2.690906455367804
8.8,2.3906250000000002e-05,2.7165875270962716
8.85,2.4423339843750004e-05,2.7462691716849807
8.9,2.4947753906250003e-05,2.7763669285923247
8.95,2.5479980468750003e-05,2.804414372518659
9.0,2.6020507812500002e-05,2.8315502861514688
9.05,2.656884765625e-05,2.858943894691765
9.1,2.7125000000000002e-05,2.8840636219829325
9.15,2.7689453125000004e-05,2.9066742656752473
9.2,2.8261718750000004e-05,2.9322640098631383
9.25,2.884228515625e-05,2.963835029304028
9.3,2.9431152343750004e-05,2.9932690618559725
9.35,3.0028320312500002e-05,3.020687101967633
9.4,3.06337890625e-05,3.0479085261002186
9.45,3.1248046875000005e-05,3.0742440149188046
9.5,3.1870605468750005e-05,3.0965996783226735
9.55,3.2501464843750005e-05,3.119984182342887
9.6,3.314111328125e-05,3.1482387129217386
9.65,3.3789550781250006e-05,3.1796930037438873
9.7,3.4446777343750006e-05,3.208937788568437
9.75,3.511279296875e-05,3.235401640087366
9.8,3.5787597656250005e-05,3.260848478972913
9.85,3.6471191406250005e-05,3.2830781064927583
9.9,3.7164062500000006e-05,3.3103988081216817
9.95,3.786572265625e-05,3.3400653284043083
10.0,3.857666015625e-05,3.3674248103052373
10.05,3.9296875000000005e-05,3.3958732422441256
10.1,4.00263671875e-05,3.4203261427581313
10.15,4.076513671875e-05,3.4429416339844474
10.2,4.1513183593750005e-05,3.4722354758530853
10.25,4.2270507812500004e-05,3.500969718396665
10.3,4.3037597656250005e-05,3.5279949143528935
10.35,4.381396484375e-05,3.5560567069798705
10.4,4.460009765625e-05,3.5800628587603573
10.45,4.5395996093750006e-05,3.6021381407976154
10.5,4.6201660156250005e-05,3.634563101828099
10.55,4.701708984375001e-05,3.6617042507976296
10.6,4.7842285156250006e-05,3.6879468608647583
10.65,4.867773437500001e-05,3.7087676011025916
10.7,4.9522949218750006e-05,3.73412408195436
10.75,5.037841796875001e-05,3.7643420577049267
10.8,5.1243652343750006e-05,3.790543172881008
10.85,5.211914062500001e-05,3.8159617021679884
10.9,5.3004394531250005e-05,3.836994182690979
10.95,5.390039062500001e-05,3.85953133776784
11.0,5.4806152343750005e-05,3.888682080432773
11.05,5.5722167968750006e-05,3.9132924288511273
11.1,5.6648437500000004e-05,3.933590023219586
11.15,5.7584960937500005e-05,3.9523825552314524
11.2,5.8531738281250004e-05,3.979808351397514
11.25,5.9488769531250005e-05,4.002719736099244
11.3,6.045605468750001e-05,4.024513085559011
11.35,6.143359375e-05,4.040189622715116
11.4,6.242138671875e-05,4.0626593001186855
11.45,6.341943359375001e-05,4.0828262049704795
11.5,6.4427734375e-05,4.100552279502153
11.55,6.544580078125e-05,4.11285144276917
11.6,6.6474609375e-05,4.1325851719826465
11.65,6.751318359375001e-05,4.150264322385193
11.7,6.856201171875e-05,4.165725241228938
11.75,6.962158203125001e-05,4.173844666779042
11.8,7.069091796875001e-05,4.191851898282767
11.85,7.17705078125e-05,4.204892152547837
11.9,7.286035156250001e-05,4.2159045863896605
11.95,7.395996093750001e-05,4.2249477580189705
12.0,7.507031250000001e-05,4.239294519647956
12.05,7.61904296875e-05,4.252534492313862
12.1,7.732128906250001e-05,4.2547992601990705
12.15,7.846191406250001e-05,4.265226887539029
12.2,7.961279296875001e-05,4.275010762363673
12.25,8.077392578125001e-05,4.280838273838163
12.3,8.194531250000001e-05,4.2842680010944605
12.35,8.312646484375002e-05,4.294163563102484
12.4,8.431835937500002e-05,4.301205284893513
12.45,8.552001953125001e-05,4.299595127999783
12.5,8.673193359375e-05,4.308288501575589
12.55,8.79541015625e-05,4.311924152076244
12.6,8.918603515625e-05,4.309460829198361
12.65,9.042871093750001e-05,4.314940481632949
12.7,9.168115234375e-05,4.314629463851452
12.75,9.294384765625001e-05,4.312069578096271
12.8,9.421679687500001e-05,4.312865349277855
12.85,9.549951171875002e-05,4.313552923500538
12.9,9.679248046875001e-05,4.3086123168468475
12.95,9.809570312500001e-05,4.305194611474872
13.0,9.940917968750001e-05,4.303600354492665
13.05,0.000100732421875,4.29597460180521
13.1,0.00010206542968750001,4.290402652323246
13.15,0.00010340869140625001,4.284434368461371
13.2,0.00010476220703125001,4.272006066888571
13.25,0.00010612548828125002,4.265409542620182
13.3,0.00010749853515625001,4.254615441709757
13.35,0.00010888183593750001,4.24020236581564
13.4,0.00011027490234375001,4.232211690768601
13.45,0.00011167773437500001,4.219150107353926
13.5,0.00011309033203125002,4.198863371461631
13.55,0.00011451318359375002,4.188076251000166
13.6,0.00011594531250000001,4.169858054816723
13.65,0.00011738769531250002,4.14858707562089
13.7,0.00011883935546875001,4.132921009138227
13.75,0.00012030126953125002,4.1113564632833
13.8,0.00012177246093750001,4.092840434610844
13.85,0.00012325341796875,4.070515795424581
13.9,0.00012474414062500002,4.044211524724961
13.95,0.00012624462890625001,4.02473296970129
14.0,0.00012775439453125,3.9998627934604896
14.05,0.00012927392578125,3.973435589298607
14.1,0.000130802734375,3.949412762001157
14.15,0.00013234130859375,3.919667905569077
14.2,0.0001338896484375,3.8974041514098654
14.25,0.00013544726562500002,3.867960229888559
14.3,0.00013701416015625002,3.8398747812956575
14.35,0.00013859082031250001,3.810849298909307
14.4,0.00014017626953125001,3.7747437022626404
14.45,0.00014177148437500002,3.7503260917961603
14.5,0.00014337597656250003,3.718001959472895
14.55,0.00014498974609375,3.6894542500376706
14.6,0.00014661279296875003,3.6583175696432595
14.65,0.00014824511718750002,3.6244965188205245
14.7,0.00014988671875,3.5926486082375053
14.75,0.000151537109375,3.556905219331384
14.8,0.00015319677734375003,3.525825933739544
14.85,0.00015486523437500003,3.4912440139800305
14.9,0.00015654296875000003,3.460234532877804
14.95,0.00015822949218750003,3.42204023078084
15.0,0.00015992529296875,3.3864922944456337
15.05,0.00016162939453125003,3.3512383125722414
15.1,0.00016334277343750002,3.3127562608569865
15.15,0.000165064453125,3.2767313271760945
15.2,0.00016679492187500003,3.237793413363397
15.25,0.00016853466796875002,3.2052298128604892
15.3,0.00017028222656250002,3.165384246781468
15.35,0.00017203906250000002,3.1297482792288065
15.4,0.00017380371093750002,3.089286300726235
15.45,0.00017557714843750003,3.0542549176141622
15.5,0.00017735937500000003,3.0169773811474445
15.55,0.00017914941406250003,2.978931801393628
15.6,0.0001809482421875,2.938499101996422
15.65,0.00018275537109375002,2.8990378484129913
15.7,0.00018457031250000003,2.860507127456368
15.75,0.00018639404296875002,2.822184074856341
15.8,0.00018822558593750002,2.783422805182636
15.85,0.00019006542968750002,2.7448916964232923
15.9,0.00019191308593750003,2.708019995503128
15.95,0.0001937685546875,2.668437359668314
16.0,0.00019563232421875002,2.6342358743771914
16.05,0.00019750439453125002,2.59493924304843
16.1,0.00019938378906250002,2.55987179428339
16.15,0.00020127148437500003,2.521608463302255
16.2,0.00020316650390625002,2.4871054613962773
16.25,0.0002050693359375,2.447450112551451
16.3,0.00020697998046875,2.414910168014467
16.35,0.00020889843750000002,2.3777941513806584
16.4,0.00021082421875000002,2.34439309090376
16.45,0.00021275781250000003,2.306138485483826
16.5,0.00021469873046875003,2.2745317881926894
16.55,0.00021664697265625003,2.2385018130764367
16.6,0.00021860302734375003,2.207478952780366
16.65,0.00022056591796875002,2.1726878134533765
16.7,0.00022253662109375004,2.1405639812350277
16.75,0.00022451416015625004,2.107015749625862
16.8,0.00022649902343750003,2.074939811043442
16.85,0.00022849072265625003,2.04402282088995
16.9,0.00023049023437500004,2.0097088728100063
16.95,0.00023249609375000004,1.9804198784753682
17.0,0.00023450927734375003,1.9477079434320332
17.05,0.00023652929687500003,1.9206067381426697
17.1,0.00023855615234375004,1.8851741731166844
17.15,0.00024058984375000003,1.85640735514462
17.2,0.00024263037109375002,1.8204822806641465
17.25,0.00024467773437500005,1.795349174179137
17.3,0.0002467314453125,1.7605979785323145
17.35,0.0002487919921875,1.7341333514079458
17.4,0.00025085888671875004,1.701053585484624
17.45,0.00025293261718750004,1.6775436272844677
17.5,0.0002550126953125,1.6472868712618944
17.55,0.00025709912109375004,1.6198888999409975
17.6,0.00025919140625000004,1.5930352097377185
17.65,0.00026129052734375,1.5647404446266588
17.7,0.00026339599609375005,1.5411044505424798
17.75,0.00026550732421875005,1.5126626112498345
17.8,0.000267625,1.4871103869751097
17.85,0.00026974853515625004,1.4570933899842202
17.9,0.0002718779296875,1.4346002505160869
17.95,0.000274013671875,1.404924616869539
18.0,0.00027615478515625005,1.383937218412757
18.05,0.00027830224609375005,1.3610436726361514
18.1,0.00028045556640625,1.3369535615667703
18.15,0.0002826142578125,1.3208100129850209
18.2,0.00028477880859375,1.296339273545891
18.25,0.00028694921875000004,1.2762733913026751
18.3,0.00028912500000000005,1.2500556975603105
18.35,0.000291306640625,1.2328828236088158
18.4,0.00029349316406250005,1.2096932874061166
18.45,0.00029568554687500005,1.1913789161480965
18.5,0.00029788330078125004,1.1726897335611286
18.55,0.00030008642578125,1.1536683009937407
18.6,0.00030229443359375003,1.1386669283732773
18.65,0.00030450781250000004,1.1142522264271975
18.7,0.00030672656250000003,1.1001751815900207
18.75,0.00030895019531250006,1.078956555761397
18.8,0.00031117919921875003,1.0630886379629372
18.85,0.0003134130859375,1.0492539698258043
18.9,0.00031565185546875006,1.033241983316839
18.95,0.00031789501953125005,1.0198636620305481
19.0,0.00032014355468750003,0.9991008013486865
19.05,0.00032239697265625005,0.9875919800251723
19.1,0.00032465527343750005,0.9709936358034612
19.15,0.00032691796875000006,0.9584323178976775
19.2,0.00032918505859375004,0.9466889728792013
19.25,0.00033145703125000005,0.9325665551237765
19.3,0.0003337333984375,0.9227226678282021
19.35,0.00033601416015625006,0.9042841027490796
19.4,0.00033829980468750003,0.8949843996204438
19.45,0.00034058935546875006,0.8805348702706399
19.5,0.00034288330078125005,0.8703923748806119
19.55,0.00034518164062500006,0.8613597708754244
19.6,0.00034748388671875,0.8447314688935876
19.65,0.00034979052734375004,0.8385478575713934
19.7,0.00035210107421875,0.823312252108008
19.75,0.000354416015625,0.8141849272884432
19.8,0.00035673437500000006,0.8046928255353124
19.85,0.00035905712890625,0.7933161964640022
19.9,0.0003613837890625,0.7863484480418267
19.95,0.0003637138671875,0.7721851655747742
20.0,0.00036604833984375004,0.7658846802078189
20.05,0.00036838623046875005,0.7577481428626924
20.1,0.00037072753906250004,0.7490075058303775
20.15,0.00037307275390625005,0.7453405402600766
20.2,0.00037542138671875004,0.7333422634284944
20.25,0.00037777343750000007,0.7274434447288514
20.3,0.00038012939453125006,0.717646917840466
20.35,0.00038248828125000007,0.7111165139358492
20.4,0.0003848505859375,0.7073677219916135
20.45,0.00038721630859375007,0.6968510454520583
20.5,0.00038958544921875005,0.6926057690754533
20.55,0.00039195751953125007,0.6832521613687278
20.6,0.00039433251953125006,0.6782124711200596
20.65,0.00039671093750000004,0.6737155592534692
20.7,0.00039909228515625005,0.6639498626813293
20.75,0.00040147656250000003,0.6591284084133805
20.8,0.00040386376953125005,0.6518469760660082
20.85,0.00040625390625000004,0.6462866121903063
20.9,0.00040864697265625006,0.6441218974068762
20.95,0.00041104248046875004,0.6347608244977893
21.0,0.00041344091796875006,0.6333842217922211
21.05,0.00041584228515625005,0.6245669937226922
21.1,0.00041824560546875004,0.6218509204220026
21.15,0.00042065185546875006,0.6195539649110288
21.2,0.00042306054687500004,0.6097810455132275
21.25,0.00042547167968750004,0.6076199663802982
21.3,0.00042788476562500004,0.59986143973656
21.35,0.00043030029296875006,0.5970261170994492
21.4,0.00043271826171875004,0.5938904412556439
21.45,0.0004351381835937501,0.5865720222238451
21.5,0.00043756005859375006,0.5826584625989198
21.55,0.00043998388671875004,0.574117834819481
21.6,0.00044240966796875,0.5696644053328782
21.65,0.00044483691406250006,0.5666110890917481
21.7,0.00044726611328125003,0.5535235713701696
21.75,0.00044969677734375005,0.5506053559016437
21.8,0.00045212890625000006,0.5421570736449213
21.85,0.00045456250000000005,0.533260491443798
21.9,0.00045699755859375003,0.5312661674804986
21.95,0.00045943408203125006,0.519365374557674
22.0,0.00046187109375000004,0.5123416855931282
22.05,0.00046430957031250007,0.5035242636222392
22.1,0.00046674902343750007,0.4910083186347038
22.15,0.00046918945312500004,0.48436283427290633
22.2,0.00047163085937500004,0.4690167535096407
22.25,0.00047407275390625006,0.4611472668126226
22.3,0.00047651562500000005,0.4524918009527028
22.35,0.00047895947265625007,0.43688497133553034
22.4,0.00048140332031250003,0.42877490152604875
22.45,0.0004838481445312501,0.4136201044544579
22.5,0.00048629296875000007,0.40198997359257194
22.55,0.00048873828125,0.3897648564074188
22.6,0.0004911845703125,0.3743273753905669
22.65,0.00049363037109375,0.36608802184928213
22.7,0.0004960771484375001,0.35170003194361926
22.75,0.0004985234375,0.3395176700083539
22.8,0.0005009702148437501,0.32808301595505335
22.85,0.0005034169921875,0.30913293908815836
22.9,0.0005058637695312501,0.30065940117929135
22.95,0.000508310546875,0.28471065075136726
23.0,0.0005107573242187501,0.27042983982246366
23.05,0.0005132036132812501,0.25771470966283233
23.1,0.00051564990234375,0.2389324786607176
23.15,0.00051809619140625,0.22674388764426115
23.2,0.0005205415039062501,0.2124060454778374
23.25,0.00052298681640625,0.19532523831585424
23.3,0.000525431640625,0.18433970828773452
23.35,0.0005278759765625,0.16315714811207727
23.4,0.0005303193359375001,0.149144114961382
23.45,0.0005327622070312501,0.13369044318096712
23.5,0.0005352045898437501,0.1106270882883109
23.55,0.00053764599609375,0.09459933517500758
23.6,0.00054008642578125,0.07317027789540591
23.65,0.00054252587890625,0.05382625405909494
23.7,0.00054496435546875,0.03903014723618981
23.75,0.0005474018554687501,0.015285586568643341
23.8,0.0005498383789062501,-0.00013201076554878428
23.85,0.0005522734375,-0.022277368155482695
23.9,0.0005547070312500001,-0.041970876470441
23.95,0.0005571396484375001,-0.060693919082405054
24.0,0.0005595703125000001,-0.0868422446132172
24.05,0.0005620000000000001,-0.10601418705191465
24.1,0.0005644277343750001,-0.12803997576702386
24.15,0.0005668540039062501,-0.15159094410482796
24.2,0.0005692788085937501,-0.1718005920876749
24.25,0.0005717016601562501,-0.19990235263248907
24.3,0.0005741225585937501,-0.2194539963500574
24.35,0.00057654150390625,-0.24263761856127533
24.4,0.0005789589843750001,-0.2687646149424836
24.45,0.0005813740234375,-0.29093786564189944
24.5,0.000583787109375,-0.3165343236643821
24.55,0.00058619775390625,-0.3384846605127678
24.6,0.00058860693359375,-0.36184456329792747
24.65,0.00059101318359375,-0.3861370346741751
24.7,0.00059341748046875,-0.4094275692477822
24.75,0.0005958193359375001,-0.43678089478053156
24.8,0.0005982187500000001,-0.4571941513102502
24.85,0.00060061572265625,-0.4796930593438447
24.9,0.0006030097656250001,-0.5038639788050204
24.95,0.0006054013671875001,-0.5256509295199067
25.0,0.00060779052734375,-0.5510110460221768
25.05,0.0006101767578125001,-0.571633037365973
25.1,0.00061256005859375,-0.5917655247263612
25.15,0.0006149404296875001,-0.616559061454609
25.2,0.0006173178710937501,-0.638805655343458
25.25,0.0006196923828125,-0.6657788372598589
25.3,0.0006220634765625,-0.6901107918005437
25.35,0.000624431640625,-0.7144283976405861
25.4,0.0006267963867187501,-0.7381783087737859
25.45,0.0006291582031250001,-0.760513854911551
25.5,0.0006315161132812501,-0.7892389356158674
25.55,0.00063387060546875,-0.8114579955115915
25.6,0.0006362216796875,-0.8386092273518444
25.65,0.0006385693359375001,-0.8614262790419163
25.7,0.0006409125976562501,-0.8848910582251848
25.75,0.0006432529296875,-0.912315690983087
25.8,0.0006455888671875001,-0.9364538895897568
25.85,0.0006479213867187501,-0.9628640304319561
25.9,0.00065024951171875,-0.987960780411959
25.95,0.0006525737304687501,-1.0115665258839728
26.0,0.00065489404296875,-1.0384394123218952
26.05,0.0006572099609375001,-1.0599986258894205
26.1,0.0006595219726562501,-1.0901514507830143
26.15,0.0006618295898437501,-1.1132756422273815
26.2,0.0006641328125000001,-1.1415493690408767
26.25,0.0006664316406250001,-1.1673601607792081
26.3,0.0006687260742187501,-1.1889441937208176
26.35,0.0006710161132812501,-1.2168969168327748
26.4,0.00067330126953125,-1.2402323638089003
26.45,0.0006755820312500001,-1.2705616389401257
26.5,0.0006778583984375,-1.2923835888504984
26.55,0.00068012939453125,-1.3183592936955393
26.6,0.00068239599609375,-1.3424260396510364
26.65,0.0006846572265625001,-1.3642640833742918
26.7,0.0006869140625000001,-1.3905993782915176
26.75,0.0006891655273437501,-1.412703066878021
26.8,0.0006914121093750001,-1.4412587262690066
26.85,0.0006936533203125001,-1.464461738616228
26.9,0.0006958896484375001,-1.4885167535394432
26.95,0.0006981206054687501,-1.511567456368357
27.0,0.00070034619140625,-1.5333286182023584
27.05,0.0007025664062500001,-1.556992049328983
27.1,0.0007047812500000001,-1.5788459929637613
27.15,0.0007069902343750001,-1.605763185862452
27.2,0.0007091938476562501,-1.6247494253329935
27.25,0.0007113920898437501,-1.6504271037876603
27.3,0.0007135839843750001,-1.6714844036847354
27.35,0.0007157705078125001,-1.694856304116547
27.4,0.0007179511718750001,-1.716465253382921
27.45,0.0007201259765625001,-1.7377166485413915
27.5,0.00072229443359375,-1.761509121023119
27.55,0.0007244570312500001,-1.7793236145749687
27.6,0.0007266137695312501,-1.8060903400182726
27.65,0.00072876416015625,-1.8256823273375629
27.7,0.0007309082031250001,-1.853165906108916
27.75,0.0007330458984375001,-1.8716559519991285
27.8,0.00073517724609375,-1.897065367922187
27.85,0.0007373022460937501,-1.9144201213493945
27.9,0.0007394208984375,-1.9378465080633762
27.95,0.0007415327148437501,-1.957340769097209
28.0,0.00074363818359375,-1.9802744524553424
28.05,0.0007457368164062501,-2.00101375412196
28.1,0.0007478286132812501,-2.022038284689188
28.15,0.0007499135742187501,-2.0433476563543085
28.2,0.0007519916992187501,-2.0635207660496238
28.25,0.0007540629882812501,-2.0831201216205955
28.3,0.0007561274414062501,-2.1009745588526134
28.35,0.0007581845703125001,-2.1231958486139777
28.4,0.0007602348632812501,-2.141192221641541
28.45,0.00076227734375,-2.1615776533260944
28.5,0.0007643129882812501,-2.1789830150082707
28.55,0.0007663413085937501,-2.2022794878110297
28.6,0.0007683623046875001,-2.21904109697789
28.65,0.0007703759765625,-2.240821842849255
28.7,0.0007723818359375,-2.2562174169346694
28.75,0.0007743803710937501,-2.278497071005404
28.8,0.00077637109375,-2.293553705513477
28.85,0.0007783544921875,-2.313945923745633
28.9,0.0007803295898437501,-2.331658425182104
28.95,0.0007822973632812501,-2.353567921556533
29.0,0.0007842568359375001,-2.3686499571427704
29.05,0.0007862084960937501,-2.3895030789077283
29.1,0.0007881523437500001,-2.404137396253646
29.15,0.000790087890625,-2.4266216162592174
29.2,0.0007920156250000001,-2.444919118098915
29.25,0.0007939350585937501,-2.4622866690158847
29.3,0.0007958461914062501,-2.4812711633741857
29.35,0.0007977490234375001,-2.4987946109846235
29.4,0.0007996435546875001,-2.5179827017709617
29.45,0.0008015292968750001,-2.536695734225214
29.5,0.00080340673828125,-2.5565682968124754
29.55,0.0008052758789062501,-2.573497242853046
29.6,0.0008071362304687501,-2.5958653159439566
29.65,0.0008089877929687501,-2.611937605775893
29.7,0.00081083056640625,-2.636464964412153
29.75,0.0008126645507812501,-2.6524251792579894
29.8,0.0008144897460937501,-2.675586502812803
29.85,0.0008163061523437501,-2.6923731252551084
29.9,0.00081811328125,-2.716439192555845
29.95,0.0008199116210937501,-2.734191637672484
30.0,0.00082170068359375,-2.7570066533982756
30.05,0.0008234804687500001,-2.7793006561696534
30.1,0.0008252509765625001,-2.798144184239209
30.15,0.0008270126953125001,-2.8220593962818388
30.2,0.0008287646484375,-2.843497324548662
30.25,0.0008305068359375001,-2.868129777722061
30.3,0.0008322397460937501,-2.8873680889606477
